清液池电导率区间,清液池PH区间,清液池浓度区间,清液池温度区间,清液池COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[6.935, 7.585]","[5.475, 5.95]","[0.0122, 0.0123]","[23.95, 24.45]","[22862.5, 22928.75]","[5.065, 6.93]",5.0,6.903793411981447,35,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1113,0.14375561545372867,0.1839422524001672
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[22.1, 23.35]","[23092.5, 23753.75]","[5.065, 6.93]",6.0,13.219518716096761,66,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1113,0.14375561545372867,0.1839422524001672
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[22.1, 23.35]","[23092.5, 23753.75]","[4.29, 4.935]",1.0,1.609924825051005,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1113,0.14375561545372867,0.1839422524001672
"[7.735, 8.16]","[5.475, 5.95]","[0.0122, 0.0123]","[23.35, 23.95]","[22928.75, 23092.5]","[5.065, 6.93]",5.0,6.254044566495484,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1113,0.14375561545372867,0.1839422524001672
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[23.35, 23.95]","[22928.75, 23092.5]","[5.065, 6.93]",6.0,6.864089079823156,34,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1113,0.14375561545372867,0.1839422524001672
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[23.35, 23.95]","[23092.5, 23753.75]","[4.29, 4.935]",9.0,9.388741283093163,46,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1113,0.14375561545372867,0.1839422524001672
"[7.585, 7.735]","[5.32, 5.425]","[0.0123, 0.0128]","[25.15, 29.9]","[23092.5, 23753.75]","[4.29, 4.935]",2.0,4.235956611686231,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.585, 7.735]","[5.425, 5.475]","[0.0123, 0.0128]","[22.1, 23.35]","[23092.5, 23753.75]","[4.29, 4.935]",5.0,2.9761412745375724,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.585, 7.735]","[5.425, 5.475]","[0.0123, 0.0128]","[23.35, 23.95]","[23092.5, 23753.75]","[4.29, 4.935]",1.0,2.4553268726845703,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.585, 7.735]","[5.32, 5.425]","[0.0123, 0.0128]","[22.1, 23.35]","[23092.5, 23753.75]","[4.29, 4.935]",3.0,8.14910825948298,43,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.585, 7.735]","[5.32, 5.425]","[0.0123, 0.0128]","[24.55, 25.15]","[23092.5, 23753.75]","[4.29, 4.935]",5.0,3.8259161984843253,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.585, 7.735]","[5.475, 5.95]","[0.0123, 0.0128]","[23.35, 23.95]","[23092.5, 23753.75]","[5.065, 6.93]",4.0,7.177164564545489,37,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.735, 8.16]","[5.32, 5.425]","[0.0123, 0.0128]","[22.1, 23.35]","[23092.5, 23753.75]","[4.29, 4.935]",3.0,2.9242397815381125,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[25.15, 29.9]","[23092.5, 23753.75]","[4.29, 4.935]",1.0,3.5261727148270356,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.425, 5.475]","[0.0123, 0.0128]","[24.55, 25.15]","[23092.5, 23753.75]","[4.29, 4.935]",6.0,3.15154047540711,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.735, 8.16]","[5.32, 5.425]","[0.0123, 0.0128]","[23.95, 24.45]","[23092.5, 23753.75]","[5.065, 6.93]",4.0,9.31436096087863,47,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.32, 5.425]","[0.0123, 0.0128]","[22.1, 23.35]","[23092.5, 23753.75]","[4.29, 4.935]",5.0,4.967373281721826,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.32, 5.425]","[0.0123, 0.0128]","[23.35, 23.95]","[23092.5, 23753.75]","[5.065, 6.93]",1.0,0.4012250690007809,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.735, 8.16]","[5.475, 5.95]","[0.0123, 0.0128]","[23.95, 24.45]","[23092.5, 23753.75]","[5.065, 6.93]",6.0,6.824601198003247,34,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.735, 8.16]","[5.475, 5.95]","[0.0123, 0.0128]","[23.35, 23.95]","[23753.75, 23926.25]","[4.29, 4.935]",5.0,5.4248651700921275,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.32, 5.425]","[0.0123, 0.0128]","[23.35, 23.95]","[23092.5, 23753.75]","[4.29, 4.935]",20.0,19.349510352872436,96,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.32, 5.425]","[0.0123, 0.0128]","[23.95, 24.45]","[23753.75, 23926.25]","[5.065, 6.93]",8.0,7.694505188245015,38,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.32, 5.425]","[0.0123, 0.0128]","[23.95, 24.45]","[23092.5, 23753.75]","[4.29, 4.935]",3.0,3.854499035567279,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[24.55, 25.15]","[23753.75, 23926.25]","[4.29, 4.935]",2.0,2.6466146309190863,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[23.35, 23.95]","[23753.75, 23926.25]","[5.065, 6.93]",19.0,19.353559573077238,95,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[23.95, 24.45]","[23092.5, 23753.75]","[5.065, 6.93]",8.0,7.769828731579155,38,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[23.35, 23.95]","[23753.75, 23926.25]","[4.29, 4.935]",2.0,2.455998536703599,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.475, 5.95]","[0.0122, 0.0123]","[24.55, 25.15]","[23753.75, 23926.25]","[4.29, 4.935]",1.0,3.52222580977842,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.32, 6.935]","[5.475, 5.95]","[0.0122, 0.0123]","[24.55, 25.15]","[23092.5, 23753.75]","[4.29, 4.935]",2.0,1.6622781488286402,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[24.45, 24.55]","[23753.75, 23926.25]","[4.29, 4.935]",1.0,2.5255708187401207,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.32, 6.935]","[5.475, 5.95]","[0.0123, 0.0128]","[23.35, 23.95]","[23926.25, 24066.25]","[5.065, 6.93]",2.0,2.3217248491395797,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[6.32, 6.935]","[5.475, 5.95]","[0.0123, 0.0128]","[23.95, 24.45]","[23926.25, 24066.25]","[5.065, 6.93]",4.0,2.9732761262435314,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",709,0.17348377997179126,0.1995537154225446
"[7.585, 7.735]","[5.475, 5.95]","[0.0123, 0.0128]","[25.15, 29.9]","[23092.5, 23753.75]","[5.065, 6.93]",6.0,4.458548002772609,24,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",50,0.22,0.1885991235127734
"[7.735, 8.16]","[5.475, 5.95]","[0.0123, 0.0128]","[25.15, 29.9]","[23092.5, 23753.75]","[5.065, 6.93]",5.0,4.9714081728660595,26,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",50,0.22,0.1885991235127734
"[7.585, 7.735]","[5.475, 5.95]","[0.0123, 0.0128]","[25.15, 29.9]","[23092.5, 23753.75]","[4.29, 4.935]",5.0,7.468707938302245,40,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",239,0.12133891213389121,0.1969445687544548
"[8.16, 8.45]","[5.32, 5.425]","[0.0119, 0.0121]","[23.95, 24.45]","[23092.5, 23753.75]","[4.935, 5.065]",2.0,0.569531376410625,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",239,0.12133891213389121,0.1969445687544548
"[8.16, 8.45]","[5.425, 5.475]","[0.0119, 0.0121]","[24.55, 25.15]","[23092.5, 23753.75]","[4.29, 4.935]",2.0,8.755894803592131,46,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",239,0.12133891213389121,0.1969445687544548
"[8.16, 8.45]","[5.32, 5.425]","[0.0119, 0.0121]","[23.95, 24.45]","[23092.5, 23753.75]","[4.29, 4.935]",11.0,7.849705191543798,40,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",239,0.12133891213389121,0.1969445687544548
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[24.55, 25.15]","[23092.5, 23753.75]","[4.29, 4.935]",7.0,14.617603259007861,72,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",239,0.12133891213389121,0.1969445687544548
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[23.95, 24.45]","[23092.5, 23753.75]","[4.29, 4.935]",2.0,7.60031955975414,37,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",239,0.12133891213389121,0.1969445687544548
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[22.1, 23.35]","[23926.25, 24066.25]","[4.29, 4.935]",0.0,0.2079898037038962,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",239,0.12133891213389121,0.1969445687544548
"[8.16, 8.45]","[5.475, 5.95]","[0.0119, 0.0121]","[25.15, 29.9]","[22928.75, 23092.5]","[4.29, 4.935]",7.0,5.827984816997318,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.20075757575757575,0.1962980881723746
"[8.16, 8.45]","[5.425, 5.475]","[0.0119, 0.0121]","[24.55, 25.15]","[22928.75, 23092.5]","[4.29, 4.935]",10.0,8.69732606595391,46,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.20075757575757575,0.1962980881723746
"[8.16, 8.45]","[5.475, 5.95]","[0.0119, 0.0121]","[24.55, 25.15]","[22928.75, 23092.5]","[4.29, 4.935]",5.0,4.878082338872066,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.20075757575757575,0.1962980881723746
"[8.16, 8.45]","[5.475, 5.95]","[0.0121, 0.0122]","[25.15, 29.9]","[23092.5, 23753.75]","[4.29, 4.935]",2.0,4.116293878904089,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.20075757575757575,0.1962980881723746
"[8.16, 8.45]","[5.475, 5.95]","[0.0119, 0.0121]","[24.55, 25.15]","[23092.5, 23753.75]","[4.29, 4.935]",6.0,3.927930539636011,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.20075757575757575,0.1962980881723746
"[7.735, 8.16]","[5.475, 5.95]","[0.0121, 0.0122]","[23.35, 23.95]","[23092.5, 23753.75]","[4.29, 4.935]",7.0,5.791367527150499,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.20075757575757575,0.1962980881723746
"[8.16, 8.45]","[5.475, 5.95]","[0.0121, 0.0122]","[22.1, 23.35]","[23092.5, 23753.75]","[4.29, 4.935]",6.0,7.248820075482459,36,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.20075757575757575,0.1962980881723746
"[8.45, 9.055]","[5.475, 5.95]","[0.0121, 0.0122]","[22.1, 23.35]","[23092.5, 23753.75]","[4.29, 4.935]",6.0,6.459583373005967,32,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.20075757575757575,0.1962980881723746
"[8.16, 8.45]","[5.475, 5.95]","[0.0121, 0.0122]","[24.55, 25.15]","[23092.5, 23753.75]","[4.29, 4.935]",4.0,4.875306661504578,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.20075757575757575,0.1962980881723746
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[25.15, 29.9]","[24408.75, 24675.0]","[5.065, 6.93]",1.0,2.6851487037922532,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[6.935, 7.585]","[5.475, 5.95]","[0.0121, 0.0122]","[25.15, 29.9]","[24408.75, 24675.0]","[4.29, 4.935]",5.0,6.338840331264026,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[6.32, 6.935]","[5.475, 5.95]","[0.0123, 0.0128]","[25.15, 29.9]","[24408.75, 24675.0]","[5.065, 6.93]",5.0,4.2450061373736006,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[7.585, 7.735]","[5.475, 5.95]","[0.0122, 0.0123]","[23.95, 24.45]","[24408.75, 24675.0]","[4.29, 4.935]",4.0,5.900399579077938,30,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[24.55, 25.15]","[24408.75, 24675.0]","[5.065, 6.93]",3.0,3.77948226697215,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[22.1, 23.35]","[23753.75, 23926.25]","[5.065, 6.93]",2.0,4.619761863956915,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[23.95, 24.45]","[24408.75, 24675.0]","[5.065, 6.93]",4.0,4.227549773656033,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[6.935, 7.585]","[5.475, 5.95]","[0.0121, 0.0122]","[23.95, 24.45]","[24408.75, 24675.0]","[4.29, 4.935]",14.0,11.692894461283801,58,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[6.935, 7.585]","[5.475, 5.95]","[0.0123, 0.0128]","[25.15, 29.9]","[23926.25, 24066.25]","[5.065, 6.93]",15.0,16.337928397391334,81,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[7.585, 7.735]","[5.475, 5.95]","[0.0123, 0.0128]","[25.15, 29.9]","[24066.25, 24165.0]","[4.29, 4.935]",3.0,6.65931223996236,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[7.735, 8.16]","[5.475, 5.95]","[0.0121, 0.0122]","[22.1, 23.35]","[24165.0, 24408.75]","[4.29, 4.935]",8.0,6.919538750008976,34,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[6.935, 7.585]","[5.475, 5.95]","[0.0122, 0.0123]","[23.35, 23.95]","[24408.75, 24675.0]","[4.29, 4.935]",6.0,6.750143429199693,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[7.735, 8.16]","[5.475, 5.95]","[0.0123, 0.0128]","[24.55, 25.15]","[23926.25, 24066.25]","[5.065, 6.93]",9.0,11.074373489720404,54,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[7.585, 7.735]","[5.475, 5.95]","[0.0122, 0.0123]","[23.95, 24.45]","[24165.0, 24408.75]","[5.065, 6.93]",1.0,1.233410336580297,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[7.735, 8.16]","[5.475, 5.95]","[0.0121, 0.0122]","[23.35, 23.95]","[24165.0, 24408.75]","[4.29, 4.935]",6.0,5.572214473375283,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
"[7.585, 7.735]","[5.475, 5.95]","[0.0122, 0.0123]","[23.95, 24.45]","[24165.0, 24408.75]","[4.29, 4.935]",17.0,10.73868923081484,52,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1602,0.22284644194756553,0.20947314873640543
