成品电导率区间,成品PH值区间,成品浓度区间,成品浊度区间,成品温度区间,成品表面张力区间,成品COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",5.0,8.95112466361012,116,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.895, 9.075]","[5.995, 6.095]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,1.5447688590093906,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[22972.5, 23241.25]","[4.935, 5.065]",2.0,1.237361084635514,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.4, 5.925]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.4659832732071683,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.35, 25.55]","[28.155, 28.4]","[22972.5, 23241.25]","[4.935, 5.065]",1.0,0.3894680660303269,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.4674835620879316,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.15, 25.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.4675873807514925,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.895, 9.075]","[5.995, 6.095]","[0.0126, 0.0129]","[51.75, 59.385]","[25.15, 25.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.6240384422878069,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[5.995, 6.095]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[27.85, 27.95]","[22972.5, 23241.25]","[4.935, 5.065]",1.0,1.640230920154023,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.895, 9.075]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",2.0,2.424903957388621,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.4, 5.925]","[0.0126, 0.0129]","[13.11, 51.75]","[25.35, 25.55]","[28.155, 28.4]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.31393617373104377,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[6.095, 6.155]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.94223514859124,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.895, 9.075]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",1.0,0.31417860230868055,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.895, 9.075]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.15, 25.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.7109016357452858,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",2.0,4.275823614876783,54,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[27.85, 27.95]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.6346819486232612,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.15885332545296843,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[28.155, 28.4]","[22972.5, 23241.25]","[4.935, 5.065]",1.0,0.9551623527175372,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[6.095, 6.155]","[0.0129, 0.013]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",1.0,0.7214078596478923,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.935, 5.065]",0.0,0.32159033939492687,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[28.155, 28.4]","[22972.5, 23241.25]","[5.065, 6.93]",0.0,1.213902746862916,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.895, 9.075]","[6.095, 6.155]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[28.155, 28.4]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.5668365185972242,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.35, 25.55]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",1.0,2.2769753629554392,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",1.0,0.4886622823845379,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.013, 0.0132]","[13.11, 51.75]","[25.35, 25.55]","[27.95, 28.155]","[22972.5, 23241.25]","[5.065, 6.93]",1.0,0.489694831431597,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.895, 9.075]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.736378593963755,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[6.095, 6.155]","[0.0129, 0.013]","[51.75, 59.385]","[25.55, 26.35]","[27.85, 27.95]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.5741771842677634,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.4138952713245315,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[6.095, 6.155]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",1.0,0.8310099653921771,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23241.25, 23867.5]","[4.935, 5.065]",1.0,0.5891902713013356,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[5.065, 6.93]",2.0,1.2653067789266346,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[8.51, 8.895]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.935, 5.065]",0.0,0.4313925445509116,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[6.095, 6.155]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",2.0,2.749475877582793,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.08940555847307494,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[4.29, 4.935]",2.0,1.4332121355688345,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[6.095, 6.155]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",3.0,2.153850815810212,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.013, 0.0132]","[13.11, 51.75]","[25.35, 25.55]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.4499019356706327,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[6.095, 6.155]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.7, 27.85]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.45032567971784093,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23241.25, 23867.5]","[5.065, 6.93]",1.0,1.8976682145116706,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",3.0,5.336937761013092,59,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[5.065, 6.93]",1.0,1.0875212666464573,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",1.0,1.5989130307546957,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.37689563076571964,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.7, 27.85]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.7550004771434298,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[6.095, 6.155]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.6606295497603485,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",922,0.055314533622559656,0.08099058853897259
"[9.075, 10.6]","[6.155, 6.29]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",2.0,2.337497956097046,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[6.095, 6.155]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",4.0,2.6359715372380395,32,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[51.75, 59.385]","[25.35, 25.55]","[28.155, 28.4]","[22972.5, 23241.25]","[3.08, 4.29]",4.0,1.4072755325719057,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",1.0,0.996437203401199,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[6.155, 6.29]","[0.0126, 0.0129]","[51.75, 59.385]","[25.35, 25.55]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",0.0,0.6649778043988662,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[6.155, 6.29]","[0.0126, 0.0129]","[51.75, 59.385]","[25.35, 25.55]","[28.155, 28.4]","[22972.5, 23241.25]","[3.08, 4.29]",0.0,0.49975455329901297,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[6.095, 6.155]","[0.0129, 0.013]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",0.0,0.9456837061053862,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[10.6, 14.65]","[5.995, 6.095]","[0.0125, 0.0126]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[3.08, 4.29]",5.0,2.9626970986335515,34,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[10.6, 14.65]","[5.995, 6.095]","[0.0125, 0.0126]","[59.385, 63.695]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[3.08, 4.29]",0.0,1.0477001995174509,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[5.925, 5.995]","[0.0126, 0.0129]","[59.385, 63.695]","[25.15, 25.35]","[27.95, 28.155]","[23867.5, 24226.25]","[3.08, 4.29]",1.0,1.0593159023187533,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[3.08, 4.29]",0.0,0.7080623271999174,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[51.75, 59.385]","[23.1, 25.15]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",3.0,2.214656791617429,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[8.895, 9.075]","[5.925, 5.995]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[28.155, 28.4]","[23867.5, 24226.25]","[3.08, 4.29]",2.0,2.1297120808996,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[10.6, 14.65]","[6.095, 6.155]","[0.0125, 0.0126]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[3.08, 4.29]",2.0,2.22673298473559,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[9.075, 10.6]","[5.925, 5.995]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[3.08, 4.29]",1.0,0.7129535201041999,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[10.6, 14.65]","[6.095, 6.155]","[0.0125, 0.0126]","[63.695, 97.92]","[25.35, 25.55]","[28.155, 28.4]","[23241.25, 23867.5]","[3.08, 4.29]",1.0,0.8979806480574659,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[10.6, 14.65]","[5.995, 6.095]","[0.0125, 0.0126]","[51.75, 59.385]","[25.35, 25.55]","[28.155, 28.4]","[23241.25, 23867.5]","[3.08, 4.29]",0.0,0.8982719771319597,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
"[10.6, 14.65]","[6.095, 6.155]","[0.0125, 0.0126]","[63.695, 97.92]","[25.15, 25.35]","[27.95, 28.155]","[23241.25, 23867.5]","[3.08, 4.29]",0.0,0.9881924989742293,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1291,0.10224632068164213,0.09266669531553075
