清液池电导率区间,清液池PH区间,清液池浓度区间,清液池温度区间,清液池COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[7.81, 8.045]","[5.32, 5.415]","[0.0119, 0.0121]","[22.1, 23.85]","[22928.75, 23092.5]","[4.915, 5.145]",2.0,3.4107510038453293,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[8.16, 9.035]","[5.32, 5.415]","[0.0119, 0.0121]","[22.1, 23.85]","[22862.5, 22928.75]","[4.915, 5.145]",5.0,6.738009367713858,57,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[8.16, 9.035]","[5.415, 5.475]","[0.0121, 0.0122]","[22.1, 23.85]","[22862.5, 22928.75]","[4.915, 5.145]",6.0,6.149641295051726,52,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[7.635, 7.81]","[5.475, 5.715]","[0.0121, 0.0122]","[22.1, 23.85]","[22862.5, 22928.75]","[4.915, 5.145]",2.0,4.275184898297384,36,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[7.635, 7.81]","[5.475, 5.715]","[0.0119, 0.0121]","[23.85, 24.45]","[22928.75, 23092.5]","[4.915, 5.145]",2.0,4.443748660672817,37,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[7.635, 7.81]","[5.715, 5.95]","[0.0123, 0.0125]","[22.1, 23.85]","[23381.25, 24377.5]","[5.145, 5.265]",5.0,5.177075068964845,43,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[22.1, 23.85]","[22862.5, 22928.75]","[5.145, 5.265]",0.0,0.36138882071356565,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[6.32, 7.635]","[5.715, 5.95]","[0.0123, 0.0125]","[22.1, 23.85]","[23381.25, 24377.5]","[5.145, 5.265]",1.0,3.629332921185396,30,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[23.85, 24.45]","[22862.5, 22928.75]","[5.145, 5.265]",2.0,3.8933285174991186,32,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[6.32, 7.635]","[5.715, 5.95]","[0.0123, 0.0125]","[22.1, 23.85]","[22928.75, 23092.5]","[5.145, 5.265]",1.0,3.5326275334493253,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[7.81, 8.045]","[5.715, 5.95]","[0.0122, 0.0123]","[22.1, 23.85]","[22928.75, 23092.5]","[5.145, 5.265]",3.0,3.5396316559578493,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[22.1, 23.85]","[22862.5, 22928.75]","[4.915, 5.145]",7.0,2.4601787569265947,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[8.16, 9.035]","[5.32, 5.415]","[0.0119, 0.0121]","[22.1, 23.85]","[22928.75, 23092.5]","[4.915, 5.145]",8.0,6.160205414005611,50,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[22.1, 23.85]","[23381.25, 24377.5]","[4.805, 4.915]",5.0,5.331687253003295,43,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[6.32, 7.635]","[5.715, 5.95]","[0.0123, 0.0125]","[22.1, 23.85]","[23381.25, 24377.5]","[4.805, 4.915]",1.0,1.0030951571627624,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[23.85, 24.45]","[22928.75, 23092.5]","[5.145, 5.265]",5.0,4.17977781508033,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",1025,0.09951219512195122,0.11746073663707439
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[25.15, 29.9]","[24377.5, 24675.0]","[5.265, 6.93]",2.0,3.56888983681733,32,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[22.1, 23.85]","[24377.5, 24675.0]","[5.265, 6.93]",5.0,2.6463229911105515,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[24.55, 25.15]","[24377.5, 24675.0]","[5.265, 6.93]",3.0,2.8945731475915792,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[23.85, 24.45]","[24377.5, 24675.0]","[5.265, 6.93]",4.0,8.835843393783495,76,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[22.1, 23.85]","[24377.5, 24675.0]","[5.265, 6.93]",2.0,2.3299614153936776,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[25.15, 29.9]","[23381.25, 24377.5]","[4.915, 5.145]",3.0,3.5147799134259077,30,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[24.55, 25.15]","[24377.5, 24675.0]","[5.265, 6.93]",0.0,0.7033408519242862,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[23.85, 24.45]","[24377.5, 24675.0]","[5.265, 6.93]",2.0,3.884154341221312,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[7.81, 8.045]","[5.475, 5.715]","[0.0125, 0.0128]","[24.55, 25.15]","[23381.25, 24377.5]","[4.915, 5.145]",2.0,2.7143301671361852,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0121, 0.0122]","[25.15, 29.9]","[24377.5, 24675.0]","[4.105, 4.805]",3.0,3.6736766441368895,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0123, 0.0125]","[25.15, 29.9]","[23381.25, 24377.5]","[4.915, 5.145]",2.0,2.3710699655769085,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[25.15, 29.9]","[23381.25, 24377.5]","[4.915, 5.145]",2.0,3.7951961556666065,32,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[25.15, 29.9]","[23381.25, 24377.5]","[5.265, 6.93]",0.0,0.7128072149997534,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[22.1, 23.85]","[23381.25, 24377.5]","[5.145, 5.265]",1.0,0.7175015772491884,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[7.81, 8.045]","[5.475, 5.715]","[0.0123, 0.0125]","[24.55, 25.15]","[23381.25, 24377.5]","[5.265, 6.93]",3.9999999999999996,5.860882432418942,49,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[7.635, 7.81]","[5.475, 5.715]","[0.0125, 0.0128]","[22.1, 23.85]","[23381.25, 24377.5]","[4.915, 5.145]",0.0,1.6815172498207658,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[22.1, 23.85]","[23381.25, 24377.5]","[4.915, 5.145]",18.0,16.05164290514964,133,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[22.1, 23.85]","[23381.25, 24377.5]","[5.265, 6.93]",6.0,5.440066516574946,45,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[24.45, 24.55]","[24377.5, 24675.0]","[5.265, 6.93]",1.0,2.542273688432464,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[24.55, 25.15]","[23381.25, 24377.5]","[4.915, 5.145]",6.0,4.492334611174119,37,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[23.85, 24.45]","[23381.25, 24377.5]","[4.915, 5.145]",5.0,5.850845776013454,48,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0123, 0.0125]","[22.1, 23.85]","[23381.25, 24377.5]","[4.915, 5.145]",5.0,2.5637474568496676,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[22.1, 23.85]","[23381.25, 24377.5]","[4.915, 5.145]",3.0,4.518794971216885,37,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0121, 0.0122]","[23.85, 24.45]","[24377.5, 24675.0]","[4.805, 4.915]",8.0,5.863999548840881,48,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[8.045, 8.16]","[5.475, 5.715]","[0.0121, 0.0122]","[23.85, 24.45]","[23381.25, 24377.5]","[4.105, 4.805]",3.0,3.4282883885794098,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[24.55, 25.15]","[23381.25, 24377.5]","[4.915, 5.145]",3.0,4.791344936340419,39,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[7.81, 8.045]","[5.475, 5.715]","[0.0121, 0.0122]","[22.1, 23.85]","[23381.25, 24377.5]","[4.105, 4.805]",10.0,7.012574029782971,57,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[24.55, 25.15]","[23381.25, 24377.5]","[5.265, 6.93]",1.0,1.722788494043127,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[22.1, 23.85]","[24377.5, 24675.0]","[4.805, 4.915]",4.0,3.8190655928835024,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0121, 0.0122]","[23.85, 24.45]","[24377.5, 24675.0]","[4.105, 4.805]",0.0,0.49295595233619016,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0123, 0.0125]","[23.85, 24.45]","[23381.25, 24377.5]","[4.915, 5.145]",3.0,2.0958753988037895,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[23.85, 24.45]","[23381.25, 24377.5]","[4.915, 5.145]",5.0,2.713329734514626,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0123, 0.0125]","[22.1, 23.85]","[23381.25, 24377.5]","[5.265, 6.93]",9.0,6.928604719868451,56,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[7.635, 7.81]","[5.715, 5.95]","[0.0122, 0.0123]","[23.85, 24.45]","[24377.5, 24675.0]","[4.805, 4.915]",3.0,3.5907385534358576,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0123, 0.0125]","[24.55, 25.15]","[23381.25, 24377.5]","[5.265, 6.93]",14.0,9.209336173745282,74,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0123, 0.0125]","[23.85, 24.45]","[23381.25, 24377.5]","[5.265, 6.93]",3.0,3.747859806520723,30,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[7.81, 8.045]","[5.475, 5.715]","[0.0122, 0.0123]","[22.1, 23.85]","[23381.25, 24377.5]","[4.105, 4.805]",4.0,6.263009875531724,50,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[7.635, 7.81]","[5.475, 5.715]","[0.0122, 0.0123]","[23.85, 24.45]","[23381.25, 24377.5]","[5.265, 6.93]",2.0,4.17611887147844,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[24.45, 24.55]","[23381.25, 24377.5]","[4.915, 5.145]",5.0,2.0270747980336967,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0122, 0.0123]","[23.85, 24.45]","[23381.25, 24377.5]","[5.265, 6.93]",2.0,3.0511134269734,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0121, 0.0122]","[24.55, 25.15]","[23381.25, 24377.5]","[4.105, 4.805]",4.0,2.9245215982272166,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[22.1, 23.85]","[23381.25, 24377.5]","[4.915, 5.145]",0.0,0.6358268848578659,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[22.1, 23.85]","[23381.25, 24377.5]","[5.265, 6.93]",2.0,1.9105004941042594,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0121, 0.0122]","[22.1, 23.85]","[23381.25, 24377.5]","[4.105, 4.805]",3.0,3.4524429614753784,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0123, 0.0125]","[24.45, 24.55]","[23381.25, 24377.5]","[4.915, 5.145]",4.0,2.8178995395852664,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0125, 0.0128]","[24.45, 24.55]","[23381.25, 24377.5]","[5.265, 6.93]",6.0,3.978355454815575,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[23.85, 24.45]","[23381.25, 24377.5]","[5.265, 6.93]",2.0,2.6999757863598,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[7.635, 7.81]","[5.475, 5.715]","[0.0122, 0.0123]","[23.85, 24.45]","[23381.25, 24377.5]","[4.105, 4.805]",4.0,2.0685311662396346,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[23.85, 24.45]","[23381.25, 24377.5]","[4.805, 4.915]",20.0,17.060403253282907,131,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[24.45, 24.55]","[24377.5, 24675.0]","[4.105, 4.805]",4.0,4.298947144159088,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[8.16, 9.035]","[5.475, 5.715]","[0.0122, 0.0123]","[22.1, 23.85]","[23381.25, 24377.5]","[4.105, 4.805]",11.0,7.458575525962775,57,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.715, 5.95]","[0.0122, 0.0123]","[24.45, 24.55]","[23381.25, 24377.5]","[4.805, 4.915]",10.0,6.886613662767185,51,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1772,0.12866817155756208,0.12330204570949999
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[22.1, 23.85]","[24377.5, 24675.0]","[5.145, 5.265]",9.0,8.423265083158553,75,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",708,0.11581920903954802,0.11778314434898128
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[24.55, 25.15]","[24377.5, 24675.0]","[5.145, 5.265]",8.0,14.807664341435267,131,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",708,0.11581920903954802,0.11778314434898128
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[23.85, 24.45]","[24377.5, 24675.0]","[5.145, 5.265]",13.0,12.373001697662254,109,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",708,0.11581920903954802,0.11778314434898128
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[22.1, 23.85]","[23381.25, 24377.5]","[5.145, 5.265]",11.0,10.396588117620922,88,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",708,0.11581920903954802,0.11778314434898128
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[24.45, 24.55]","[24377.5, 24675.0]","[5.145, 5.265]",3.0,2.7212066264841033,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",708,0.11581920903954802,0.11778314434898128
"[6.32, 7.635]","[5.475, 5.715]","[0.0125, 0.0128]","[24.55, 25.15]","[23381.25, 24377.5]","[5.265, 6.93]",15.0,17.26943956521616,142,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.64}",708,0.11581920903954802,0.11778314434898128
