成品电导率区间,成品PH值区间,成品浓度区间,成品浊度区间,成品温度区间,成品表面张力区间,成品COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.07942666272648423,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[28.155, 28.4]","[22972.5, 23241.25]","[4.935, 5.065]",0.08333333333333333,0.07959686272646145,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[6.095, 6.155]","[0.0129, 0.013]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.1111111111111111,0.08015642884976587,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.935, 5.065]",0.0,0.08039758484873172,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[6.155, 6.29]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",0.06896551724137931,0.08060337779644987,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[28.155, 28.4]","[22972.5, 23241.25]","[5.065, 6.93]",0.0,0.08092684979086107,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[6.095, 6.155]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[28.155, 28.4]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.0809766455138892,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[6.095, 6.155]","[0.0129, 0.013]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.08115752069567275,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.35, 25.55]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.03571428571428571,0.08132054867697999,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.16666666666666666,0.08144371373075637,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.935, 5.065]",0.13333333333333333,0.08145542536184808,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.013, 0.0132]","[13.11, 51.75]","[25.35, 25.55]","[27.95, 28.155]","[22972.5, 23241.25]","[5.065, 6.93]",0.16666666666666666,0.08161580523859953,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[5.995, 6.095]","[0.0129, 0.013]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.08179478891251714,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.0818198437737506,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[6.095, 6.155]","[0.0129, 0.013]","[51.75, 59.385]","[25.55, 26.35]","[27.85, 27.95]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.08202531203825196,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[6.095, 6.155]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",0.125,0.08237411053868876,32,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[8.51, 8.895]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.08277905426490637,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[51.75, 59.385]","[25.35, 25.55]","[28.155, 28.4]","[22972.5, 23241.25]","[3.08, 4.29]",0.23529411764705882,0.08278091368070035,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[8.51, 8.895]","[6.095, 6.155]","[0.0129, 0.013]","[51.75, 59.385]","[25.15, 25.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.08288309352233486,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.945, 8.51]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.0,0.08295812718138873,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",0.08333333333333333,0.0830364336167666,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[8.51, 8.895]","[6.095, 6.155]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[4.935, 5.065]",0.1,0.08310099653921775,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[6.155, 6.29]","[0.0126, 0.0129]","[51.75, 59.385]","[25.35, 25.55]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",0.0,0.08312222554985829,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[6.155, 6.29]","[0.0126, 0.0129]","[51.75, 59.385]","[25.35, 25.55]","[28.155, 28.4]","[22972.5, 23241.25]","[3.08, 4.29]",0.0,0.0832924255498355,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23241.25, 23867.5]","[4.935, 5.065]",0.14285714285714285,0.08417003875733366,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[5.065, 6.93]",0.13333333333333333,0.08435378526177567,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.925, 5.995]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23867.5, 24226.25]","[4.935, 5.065]",0.0,0.08449154557157423,3,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}"
"[9.075, 10.6]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.85, 27.95]","[23241.25, 23867.5]","[4.29, 4.935]",0.2,0.08450421676227202,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[6.155, 6.29]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23867.5, 24226.25]","[4.935, 5.065]",0.0,0.08473289370361671,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.945, 8.51]","[5.995, 6.095]","[0.0126, 0.0129]","[59.385, 63.695]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.08508189868939198,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[8.895, 9.075]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23241.25, 23867.5]","[4.935, 5.065]",0.0,0.08522787927045002,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.045454545454545456,0.08533153414965355,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.945, 8.51]","[5.995, 6.095]","[0.0125, 0.0126]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.1,0.08542313406533464,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23867.5, 24226.25]","[4.935, 5.065]",0.1,0.08548937361384079,20,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.925, 5.995]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.09523809523809523,0.08559487112111583,21,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[26.35, 27.9]","[27.7, 27.85]","[23867.5, 24226.25]","[4.935, 5.065]",0.1,0.08563540712760669,10,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[8.895, 9.075]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.08565347642396494,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.08570481950111286,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.945, 8.51]","[6.095, 6.155]","[0.0125, 0.0126]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.08695652173913043,0.08574507633964602,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[8.895, 9.075]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[28.155, 28.4]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.08582367642394216,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[59.385, 63.695]","[26.35, 27.9]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.037037037037037035,0.08587018314966008,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.7, 27.85]","[23867.5, 24226.25]","[4.935, 5.065]",0.12,0.08590214471389337,25,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[6.095, 6.155]","[0.0129, 0.013]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",0.0,0.08597124600958056,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[59.385, 63.695]","[26.35, 27.9]","[27.7, 27.85]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.08619153510113609,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[9.075, 10.6]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.7, 27.85]","[23867.5, 24226.25]","[4.935, 5.065]",0.1,0.08622408698820476,10,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[8.51, 8.895]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.935, 5.065]",0.0,0.08627850891018235,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.07142857142857142,0.08629074464080932,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[6.155, 6.29]","[0.0126, 0.0129]","[59.385, 63.695]","[26.35, 27.9]","[28.155, 28.4]","[23867.5, 24226.25]","[5.065, 6.93]",0.0,0.0863982374244629,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.85, 27.95]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.08650128001480581,5,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.08659269916338237,3,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",0.07407407407407407,0.0866440422405303,27,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[7.945, 8.51]","[5.995, 6.095]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0449438202247191,0.08669112584469388,89,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[28.155, 28.4]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.08676289916335958,3,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[7.945, 8.51]","[5.995, 6.095]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.08678254499327043,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[8.895, 9.075]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.935, 5.065]",0.2413793103448276,0.0869605755498451,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}"
